         2.240862533        0.9941471558
         2.240318033        0.9903371906
         2.244631327        0.9948973598
         2.236414832        0.9934741601
         2.233245504         0.984064887
         2.231425851        0.9899419997
         2.244646118        0.9963742991
         2.233395091        0.9888653256
         2.232630943        0.9853721749
         2.235730397        0.9874579895
         2.237885452        0.9906122429
          2.22900981        0.9791616298
         2.227594082        0.9815620059
         2.227806969        0.9810149199
         2.228890229         0.988302876
         2.233111833        0.9832616636
         2.237266534        0.9901748045
         2.239683355        0.9897288515
         2.227544208         0.989380495
         2.240147966        0.9919277686
         2.243415615        0.9970491397
         2.243860794        0.9976151119
         2.246978802        0.9987979971
         2.231338903        0.9813540037
         2.227910177        0.9784913246
         2.232514258        0.9828662094
         2.235595527        0.9930769515
         2.234087692        0.9862396819
         2.235414522        0.9870811711
         2.238945425        0.9900256802
         2.245670953        0.9964656448
         2.237633305        0.9899475809
          2.22857006        0.9800794586
         2.227811262        0.9789608561
         2.243995896        0.9953381197
         2.242567101        0.9929822121
         2.247906646        0.9991616215
          2.23245292        0.9928267824
         2.245464968        0.9969593011
         2.238956628        0.9898190141
         2.241920125        0.9947745035
         2.236183988          0.99100251
          2.24576295        0.9958485142
         2.237211758        0.9910796653
         2.236877851        0.9880986954
         2.237438727        0.9916767508
          2.24086111         0.993228835
          2.23966355        0.9913360757
         2.245903395        0.9966027495
          2.24303181        0.9955721363
          2.22743417        0.9831145975
         2.233681751        0.9900217606
         2.247633923        0.9976396778
         2.240259913        0.9908416447
         2.232938477        0.9870653181
         2.235407469        0.9859190762
          2.24072929        0.9910255541
         2.240817571        0.9925732402
         2.230023179        0.9802085943
         2.241859722        0.9949803896
         2.229563255        0.9848129424
         2.227541806        0.9897501079
         2.229367147         0.980220246
         2.244517933        0.9957017397
         2.232499994        0.9866378405
          2.23782186        0.9882359973
         2.229843978        0.9876985887
         2.241171669        0.9926339557
         2.238775313        0.9906143605
          2.23926282        0.9942072275
          2.24911144        0.9995620942
         2.239476374        0.9895823775
         2.238704136        0.9939752956
         2.232418085        0.9910348492
           2.2412166        0.9941158361
          2.23823153        0.9883241311
         2.235521128        0.9855947528
          2.22883241         0.981684823
         2.235109692        0.9927111007
         2.237899206        0.9884072219
          2.23912228        0.9902787777
         2.229837718        0.9797974494
         2.229057935        0.9794067575
         2.236730826        0.9867858668
         2.241197823        0.9919413153
         2.228369274        0.9800189954
         2.232716855        0.9829541985
         2.244214383        0.9943836705
         2.233352672        0.9924604539
         2.237201552        0.9924219148
         2.233981274        0.9874901125
         2.248185002        0.9983485955
         2.241028697        0.9919875456
         2.243068706        0.9970086208
         2.230483173        0.9856089194
         2.231232473         0.981324395
         2.243069544        0.9965748556
         2.242002626        0.9958043267
         2.242969764        0.9949394909
         2.235195294        0.9895582875
         2.235497447        0.9903140145
         2.228738292        0.9786905231
         2.243176796        0.9960710399
          2.24094257        0.9948672377
         2.235672077        0.9861211731
         2.240440399        0.9949609167
         2.240931045         0.991776859
         2.237379136        0.9911601689
         2.235640656        0.9856235456
         2.241048198        0.9956231024
         2.241360227        0.9913530963
          2.22765229         0.985196651
         2.232812463        0.9878432639
         2.240536024        0.9925228242
          2.23982282        0.9898165401
         2.234255311        0.9865947389
         2.243580604        0.9964347507
         2.246676543        0.9966753419
         2.231866532        0.9818808041
         2.228726054        0.9786693993
         2.229699299        0.9830361414
         2.229010655        0.9790271666
         2.231587294        0.9849438798
         2.229594112        0.9920063654
          2.23395322        0.9878847084
         2.234927904        0.9906736698
         2.228357407        0.9846869944
         2.239931312         0.996023594
         2.246869563        0.9968692392
         2.229230429        0.9849288483
         2.232574457        0.9896395621
         2.229337075         0.983584914
         2.241548344        0.9915469082
         2.230248092        0.9802016892
         2.245252073        0.9973279931
         2.230310137        0.9821125373
         2.242309511         0.993979055
         2.232296738        0.9891130078
         2.233322614        0.9839714178
         2.231470987          0.98839218
          2.24138375        0.9913775741
          2.22770923        0.9778646153
         2.237191171        0.9923256837
         2.229163214        0.9894977285
         2.234248421        0.9877196251
          2.24891139        0.9989515609
         2.232532251        0.9855450158
          2.24429609        0.9943400649
         2.227614639        0.9874159094
         2.237760265        0.9900681159
         2.238922216        0.9892988017
         2.235520826        0.9860146683
         2.242308031        0.9954830601
         2.243185499        0.9938087516
         2.232412631        0.9891672511
         2.237684021        0.9884719123
         2.229989091        0.9914338349
         2.227632999        0.9830534562
          2.23101498        0.9892428213
         2.228533012        0.9921210775
         2.244497335         0.995429511
         2.234949841        0.9867208131
         2.237887702        0.9879404319
         2.237633456        0.9876140366
         2.235417573        0.9889002625
          2.24294344        0.9936288096
         2.229728779        0.9923938577
         2.230234992        0.9803213046
         2.228037819        0.9900460058
         2.231730058        0.9840674313
         2.227737372        0.9792360717
         2.232780359        0.9932860439
         2.231074525         0.981602465
         2.229692765        0.9874043768
         2.241902968        0.9925197995
         2.233892992        0.9844882904
         2.237411808        0.9885823988
         2.246160624        0.9968939018
         2.231986655        0.9856196236
         2.244768146        0.9960733384
         2.234325132        0.9845436654
         2.242362451        0.9927080832
         2.229670741        0.9894452195
         2.239491562        0.9961751097
         2.243360249        0.9957275168
         2.228256055        0.9787395759
          2.24134982        0.9938457031
         2.227836566        0.9899118799
         2.239200715         0.992763818
         2.237796563        0.9877894139
         2.235325989        0.9939863329
         2.228479172        0.9827288948
         2.229690777        0.9796504835
         2.228079016        0.9794826487
         2.228865821        0.9877918392
         2.243046996        0.9944670546
         2.231912563        0.9830574879
         2.242697536        0.9943488554
         2.239477392        0.9925342754
         2.249044049        0.9992619981
         2.242562421        0.9927721156
         2.245356879        0.9958608619
          2.22960348        0.9846739669
         2.248427402        0.9984503184
         2.229391958        0.9829792932
         2.244213877        0.9968383504
         2.239740525        0.9946885118
         2.229225331        0.9870532554
         2.247464818        0.9979687792
         2.228169047        0.9891582823
         2.227470915        0.9796081265
         2.231878956        0.9917781507
         2.247113447        0.9971763703
         2.245511418        0.9962516422
         2.233269746        0.9833971357
         2.245100788        0.9967644439
         2.244400923        0.9945041073
         2.237288824        0.9875420207
         2.239029516        0.9945335872
         2.244755844        0.9960737431
         2.233403217        0.9838912634
          2.23773189        0.9889361783
         2.247133763        0.9979006433
         2.233311545        0.9916256156
          2.23731227        0.9938211768
         2.229525689        0.9872806976
         2.238895082        0.9964645929
         2.232708193        0.9897818127
          2.22909669        0.9829709462
         2.230837868        0.9848074493
         2.232221931        0.9825300927
         2.244119399        0.9942878831
         2.242643261        0.9927463741
         2.242965849        0.9971049014
         2.228065119         0.980870836
         2.227448123        0.9910454783
         2.238997814         0.993635924
         2.231537252        0.9930988975
         2.245744052        0.9981780427
