             0.3711387543                        0
            0.01426797668                        0
             0.9284677969                        0

              2.724308475              8.625755966

--------------------------------------------------

             0.3699540208                        0
             0.0127484142                        0
             0.9289625937                        0

              2.726105523              8.625788009

--------------------------------------------------

             0.3699540208                        0
             0.0127484142                        0
             0.9289625937                        0

              2.726105523              8.625788009

--------------------------------------------------

